,title,salary,company,description,location
1613,Senior Data Analyst,,ROI·DNA,3 - 5 years of experience as an analyst handling large sets of data. Partner with internal and external data analysts and digital marketing stakeholders to…,"San Francisco, CA"
1614,"Senior Data Analyst - Department of Family Medicine and Population Health, School of Medicine","$65,000 - $80,000 a year",Virginia Commonwealth University,O Developing and implementing data analyses or data collection systems. O Managing and maintaining databases to include acquiring data from primary or secondary…,"Richmond, VA"
1615,Business Analyst,$27.48 - $61.73 an hour,Zander Insurance,"Marketing research, sales ops, statistical or data analysis: 3 years (Required). 3 or more years of work experience in marketing research, sales operations,…","Nashville, TN"
1616,Data Analyst with High SAP Function,$45 - $50 an hour,Tekskills,"Understanding of data integration, data conversion, data profiling, and data life cycle. Defining new data collection and analysis processes.",Remote
1617,Business Analyst,$55 - $65 an hour,Hanker System's,Identify process issues Document risk and relationships Analyze and document other required data and information by partnering with data analysts.,"Denver, CO +1 location"
1618,Member of Scientific Staff - Data Analyst Lead,"$100,100 - $143,000 a year",DISH,"Perform exploratory data analysis, data cleansing, and apply statistical and AI/ML methods to a wide variety of data types.","Littleton, CO"
1619,Advanced Data Analyst,"$86,904 - $125,154 a year",Regional Water Authority,The Advanced Data Analyst is responsible for analyzing data related to meter-to-cash and customer system data and using their knowledge and data to provide…,"New Haven, CT"
1620,Data Analyst,,Orion Inc.,"Power BI: 5 years (Preferred). Jira Dashboarding: 3 years (Preferred). Build simple / compelling visualizations (dashboards, charts, etc...) and reports that…","Alpharetta, GA"
1621,Data Analyst - Remote,,Prime 8 Consulting,Develop advanced analytics products and apply data visualization and statistical programming tools to enterprise data in order to advance and enable the key…,United States
1622,HR Data Analyst (Federal),,The LDM Group,Future system from which data is to be extracted. The Data Analyst shall have experience with federal human resources data and be skilled in excel.,"Washington, DC"
1623,Database Administrator/Data Analyst,"$3,300 - $5,400 a month",Mississippi Department of Information Technology Services,"This role lends itself to an experienced individual with a technical background, strong organizational skills, and attention to detail.","Jackson, MS"
1624,Senior Data Analyst,,ROI·DNA,3 - 5 years of experience as an analyst handling large sets of data. Partner with internal and external data analysts and digital marketing stakeholders to…,"San Francisco, CA"
1625,"Senior Data Analyst - Department of Family Medicine and Population Health, School of Medicine","$65,000 - $80,000 a year",Virginia Commonwealth University,O Developing and implementing data analyses or data collection systems. O Managing and maintaining databases to include acquiring data from primary or secondary…,"Richmond, VA"
1626,Business Analyst,$27.48 - $61.73 an hour,Zander Insurance,"Marketing research, sales ops, statistical or data analysis: 3 years (Required). 3 or more years of work experience in marketing research, sales operations,…","Nashville, TN"
1627,Data Analyst with High SAP Function,$45 - $50 an hour,Tekskills,"Understanding of data integration, data conversion, data profiling, and data life cycle. Defining new data collection and analysis processes.",Remote
1628,Business Analyst,$55 - $65 an hour,Hanker System's,Identify process issues Document risk and relationships Analyze and document other required data and information by partnering with data analysts.,"Denver, CO +1 location"
1629,Member of Scientific Staff - Data Analyst Lead,"$100,100 - $143,000 a year",DISH,"Perform exploratory data analysis, data cleansing, and apply statistical and AI/ML methods to a wide variety of data types.","Littleton, CO"
1630,Advanced Data Analyst,"$86,904 - $125,154 a year",Regional Water Authority,The Advanced Data Analyst is responsible for analyzing data related to meter-to-cash and customer system data and using their knowledge and data to provide…,"New Haven, CT"
1631,Data Analyst,,Orion Inc.,"Power BI: 5 years (Preferred). Jira Dashboarding: 3 years (Preferred). Build simple / compelling visualizations (dashboards, charts, etc...) and reports that…","Alpharetta, GA"
1632,Data Analyst - Remote,,Prime 8 Consulting,Develop advanced analytics products and apply data visualization and statistical programming tools to enterprise data in order to advance and enable the key…,United States
1633,HR Data Analyst (Federal),,The LDM Group,Future system from which data is to be extracted. The Data Analyst shall have experience with federal human resources data and be skilled in excel.,"Washington, DC"
1634,Database Administrator/Data Analyst,"$3,300 - $5,400 a month",Mississippi Department of Information Technology Services,"This role lends itself to an experienced individual with a technical background, strong organizational skills, and attention to detail.","Jackson, MS"
1635,Senior Data Analyst,,ROI·DNA,3 - 5 years of experience as an analyst handling large sets of data. Partner with internal and external data analysts and digital marketing stakeholders to…,"San Francisco, CA"
1636,"Senior Data Analyst - Department of Family Medicine and Population Health, School of Medicine","$65,000 - $80,000 a year",Virginia Commonwealth University,O Developing and implementing data analyses or data collection systems. O Managing and maintaining databases to include acquiring data from primary or secondary…,"Richmond, VA"
1637,Business Analyst,$27.48 - $61.73 an hour,Zander Insurance,"Marketing research, sales ops, statistical or data analysis: 3 years (Required). 3 or more years of work experience in marketing research, sales operations,…","Nashville, TN"
1638,Data Analyst with High SAP Function,$45 - $50 an hour,Tekskills,"Understanding of data integration, data conversion, data profiling, and data life cycle. Defining new data collection and analysis processes.",Remote
1639,Business Analyst,$55 - $65 an hour,Hanker System's,Identify process issues Document risk and relationships Analyze and document other required data and information by partnering with data analysts.,"Denver, CO +1 location"
1640,Member of Scientific Staff - Data Analyst Lead,"$100,100 - $143,000 a year",DISH,"Perform exploratory data analysis, data cleansing, and apply statistical and AI/ML methods to a wide variety of data types.","Littleton, CO"
1641,Advanced Data Analyst,"$86,904 - $125,154 a year",Regional Water Authority,The Advanced Data Analyst is responsible for analyzing data related to meter-to-cash and customer system data and using their knowledge and data to provide…,"New Haven, CT"
1642,Data Analyst,,Orion Inc.,"Power BI: 5 years (Preferred). Jira Dashboarding: 3 years (Preferred). Build simple / compelling visualizations (dashboards, charts, etc...) and reports that…","Alpharetta, GA"
1643,Data Analyst - Remote,,Prime 8 Consulting,Develop advanced analytics products and apply data visualization and statistical programming tools to enterprise data in order to advance and enable the key…,United States
