,title,company,salary,location,jobtype,qualifications,benefits,description
1220,Business Intelligence Data Engineer,AeroFarms,"Estimated: $83,000 - $110,000 a yearQuick Apply","Newark, NJ ",Full-time,"Power BI
Azure
Data lake
Drafting
Bachelor's degree",,"Ability to build and optimize data sets, “big data” data pipelines and architectures. Detailed knowledge of best practice solutions for data management."
1221,Data Engineer,iVoyant,"Estimated: $87,000 - $120,000 a yearQuick Apply","Atlanta, GA ",,,,Optimize data ETL operations and aggregate multiple data sources ranging from machine operational data to manufacturing SAP data.
1222,Data Engineer,"Iodine Software, LLC","Estimated: $95,000 - $130,000 a yearQuick Apply",Remote ,Full-time,"Communication skills
SQL
R
Python
Scripting
Bachelor's degree
US work authorization",,"Optimize ETL workflows and data warehouse. Propose and implement changes to our underlying data model. Monitor, maintain, and improve existing data products."
1223,Backend Engineer - Data & Machine Learning Platform,Motive,"Estimated: $130,000 - $180,000 a yearQuick Apply","San Francisco, CA ",,,,"Collaborate with product managers, engineers and data scientists to understand their needs. Develop and enhance the data pipeline service offering at scale."
1224,North America Lead Data Engineer,Nike,,"Atlanta, GA ",Full-time,"DynamoDB
SQL
Microsoft Excel
NoSQL
Communication skills
Bachelor's degree
Master's degree",,"Strong understanding of algorithms, data structures, data architecture, and technical designs. We are looking for an experienced Lead Data Engineer to help lead…"
1225,Senior Big Data Engineer,Bechtel,"Estimated: $94,000 - $140,000 a year","Reston, VA ",3 days ago,"Azure
PyTorch
Keras
TensorFlow
Scala
Bachelor's degree",,"Collaborate with a team of other data engineers, data scientists, and business subject matter experts to process data and prepare data sources."
1226,Lead Data Engineer,RadNet,Quick Apply,Massachusetts ,,,,"Experience with imaging data (medical image data preferred). The Lead Data Engineer is responsible for managing all imaging data, metadata and tools for…"
1227,Data Engineer - Remote,Vaco,Quick Apply,"Marietta, GA ",Full-time,"Design patterns
Azure
SQL
SSIS
Informatica
Bachelor's degree",,"Strong Experience working on data model design, data logging, and data validation. Strong working ability in defining data quality and master data rules for…"
1228,"Backend Software Engineer, EHR, Data Platform",Verily,"$142,000 a yearQuick Apply","Boulder, CO ",,,,Experience on healthcare data interoperability is a plus. Experience developing data processing pipeline is a plus.
1229,Data Center Engineer,Purdue University,"$5,000 - $5,830 a monthQuick Apply","West Lafayette, IN ",Full-time,"Research
Construction
Data center experience
Ethernet
Optics
Bachelor's degree
Background check","Health savings account
Dental insurance
Health insurance
401(k)
Employee assistance program","Data communications: 1 year (Preferred). You will oversee data center operations, and physically secure centralized computing environment and monitor and…"
1230,"Hiring On Data Engineer ,10+ years of Exp ,Remote",A1 Resourcing Inc.,$60 - $65 an hourQuick Apply,Remote ,Full-time | Contract,"Bash
DynamoDB
Windows
Shell Scripting
Cloud architecture
US work authorization",,"Must have hands-on experience in *AWS based projects*. In her/his current project, the candidate is working as a cloud architect and has *2-3 years of hands-on…"
1231,Data Infrastructure Engineer,Bandwidth,"Estimated: $92,000 - $130,000 a yearQuick Apply","Raleigh, NC +1 location",,,,Administration and on-call responsibilities for critical backend data infrastructure. Swiftly implements fixes to mitigate customer impacting issues during off…
1232,Staff Data Engineer,Machinify,"Estimated: $140,000 - $190,000 a yearQuick Apply",Remote ,Full-time,"SQL
Natural language processing
Communication skills
Enterprise software
ETL
Master's degree","Unlimited paid time off
Dental insurance
Health insurance
401(k)
Vision insurance","Strong data technical background as evidenced by prior experience as a hands-on data/ETL engineer. Familiarity with frameworks and protocols for data transfer,…"
1233,Data Engineer (Sr.),DKKD Staffing,"Estimated: $79,000 - $100,000 a yearQuick Apply",United States ,Full-time,"Data modeling
Vendor management
SQL
Microsoft Excel
Mentoring
Pass drug screening
US work authorization
Passport
Background check",Paid time off,O Data Extraction and Analysis: Connect to diverse data sources and perform data analysis to determine if data is suitable for needs.
1234,Senior/Software Engineer - Data & Analytics Engineering,Liberty Mutual Insurance,,Remote ,10 days ago,"React
DynamoDB
Kanban
Scrum
DB2
Bachelor's degree
Master's degree",,Understanding of Cloud / Hybrid data architecture concepts. Improve speed to market by focusing on current Data Science and modeling data needs as well as…
1235,Junior Data Engineer,VanderHouwen,"Estimated: $75,000 - $93,000 a yearQuick Apply","Beaverton, OR ",Contract,"Confluence
Data modeling
Azure
SQL
Shell Scripting",,"Collaborate with data analysts, operational partners, and software engineers to resolve data defects, and improve data governance within the operational data…"
1236,Data Engineer,Major League Baseball,"Estimated: $94,000 - $130,000 a yearQuick Apply","New York, NY ",,,,Analyze data to discover and resolve data quality issues. Create logical data products utilizing data modeling concepts to facilitate dashboard implementation…
1237,Junior Data Engineer,Expression Networks,"Estimated: $70,000 - $86,000 a yearQuick Apply",Remote ,Full-time,"SQL
NoSQL
Scrum
Communication skills
Agile
Bachelor's degree","Dental insurance
Health insurance
On-site gym
401(k)
Commuter assistance",Experience with data lake architecture. This position will work in a team led by a Sr. Data Engineer on tasks related to designing and delivering high-impact…
1238,Data Platform Engineer III,United Wholesale Mortgage,"Estimated: $82,000 - $110,000 a year","Pontiac, MI ",Full-time,"Bash
Shell Scripting
NoSQL
Kubernetes
Kafka","Dental insurance
Health insurance
401(k)
Paid training
401(k) matching","The Data Platform Engineer is a key resource in providing technical leadership and support on all the stages of Data Platform administration, development, and…"
1239,Data Engineer,BatchService,"Estimated: $96,000 - $130,000 a yearQuick Apply",Remote ,Full-time,"TypeScript
Technical writing
Spark
Node.js
Communication skills
Bachelor of Science
Bachelor's degree
Master's degree",,"We are looking for an expert data engineer to help take our pipeline to the next level, improving performance, reliability, maintainability, and flexibility."
1240,Data Engineer - PySpark,Accenture,,Maryland +1 location,4 days ago,"AWS
US work authorization",,The role is part of a Data Migration team that will build a capability to migrate data from a series of different source systems to new platforms.
1241,Staff Software Engineer - Data Platform,Medium,"Estimated: $150,000 - $200,000 a year","San Francisco, CA ",Full-time,"SQL
Spark
Data collection
Scala
Hadoop
Bachelor of Science
Bachelor's degree",,Be responsible for ingesting data into our data warehouse and providing frameworks and services for operating on that data including the use of Spark.
1242,Jr Cloud Data Engineer,Robert Half,"$90,000 - $125,000 a yearQuick Apply","Houston, TX ",10 days ago,"Software deployment
Azure
SQL
Informatica
Data analytics
Bachelor's degree
Master's degree
US work authorization",,Recent experience with implementation of data lake technology in the cloud. Recent design and implementation experience with cloud-based data analytics platform…
1243,Voice and Data Engineer,Leidos,"$60,450 - $125,550 a year","Arlington, VA ",Full-time,"Telecommunication
CompTIA Security+
Bachelor's degree",,Provide problem resolution for all hardware and software elements of the data communication circuits maintained by the work center to include Commercial and GFE…
1244,Senior Data Engineer,Macquarie Group Limited,"Estimated: $98,000 - $130,000 a year","Houston, TX ",Full-time,"Data modeling
Spark
Apache Hive
NoSQL
CI/CD",,Our goal is to help the business we support unlock the full potential of their data. You’ll bring your in-depth knowledge of big data technologies best practice…
1245,Senior Data Integration Engineer,Doximity,"Estimated: $110,000 - $140,000 a year","Nashville, TN ",,,,Collaborate with product managers and data engineers to develop data pipelines with the goal of creating or improving products through the use of our data.
1246,Consulting Systems Engineer - Data Center - Global Service Provider,"World Wide Technology Holding, LLC","Estimated: $84,000 - $120,000 a yearQuick Apply","Charlotte, NC ",,,,"Ability to design and quote data center networking, storage and compute solutions from multiple OEMs- esp. 7 years of experience with multiple IT, Enterprise…"
1247,Junior Data Engineer,York Telecom Corporation,"Estimated: $63,000 - $81,000 a yearQuick Apply",United States +1 location,Full-time,"Power BI
Relational databases
Azure
SQL
Microsoft Excel
Bachelor's degree
Passport",401(k),"To build ETL processes that collect data from multiple data sources, transform into target tabular data model and deploy the model in Azure Analysis Services."
1248,Data Protection Engineer (Direct Hire/Remote),"Connectria, LLC","Estimated: $83,000 - $110,000 a yearQuick Apply",Remote ,Full-time,"TCP
Communication skills
IT
Linux
AWS
Associate's degree
US work authorization","Dental insurance
Health insurance
401(k)
Paid training
Disability insurance",Knowledge of data center concepts and procedures. Implement and support Connectria data protection services in accordance with established policies and…
1249,"Senior Software Engineer, Data Platform",SeekOut,"Estimated: $130,000 - $190,000 a yearQuick Apply","Bellevue, WA ",,,,"This role involves with data pipelines, core search infrastructure, and API development. Experience designing and implementing high scale infrastructure such as…"
1250,"Software Engineer (Data), Delivery Prediction",Uber,"Estimated: $100,000 - $130,000 a year","San Francisco, CA ",Full-time,"REST
Spark
Deep learning
Go
C++
Bachelor of Science
Bachelor's degree",,Be a data geek and help uplift the quality of data that powers our critical Tier1 models in production. Deliver business impact: You drive and execute projects…
1251,"Optum Digital Senior Software Engineer, Data Platform - Telecommute",UnitedHealth Group,"Estimated: $130,000 - $170,000 a year","San Francisco, CA ",1 day ago,"Jenkins
Azure
Spark
Service-oriented architecture
Scala
Bachelor of Science
Bachelor's degree
Pass drug screening
Current immunizations","401(k) matching
401(k)","Expertise in data structures, algorithms, performance and scalability. Operationalize data insights by enabling fault-tolerant, production-scale deployments."
1252,Software Engineer 2 - Metadata & Taxonomy - Taxonomy Data - Product Technology Team,Indeed,"$140,000 - $204,000 a year",United States ,Full-time,"React
Web development
TensorFlow
Communication skills
APIs","Unlimited paid time off
Paid time off","As a software engineer in the Taxonomy Data team, you will help design, implement, and maintain the taxonomy management tools, NLP algorithms/models, and…"
1253,Data Engineer,Axios,Quick Apply,"Arlington, VA ",,,,Comfortable building tools to support engineers effectively build data pipelines. Experience with Kafka or other data streaming platforms.
1254,Data Engineer,"Zitara Technologies, Inc.","Estimated: $82,000 - $110,000 a yearQuick Apply","San Francisco, CA ",Full-time,"Project management
Relational databases
SQL
Git
Data collection
Bachelor's degree","Unlimited paid time off
Dental insurance
Health insurance
401(k)
Vision insurance","Creating data and operations dashboards. 2+ years experience in industry data engineering. Organizing and managing large, complex data sets."
