,title,company,salary,description,location
808,Junior Data Analyst,ALTA IT Services,$43 an hour,Analyzes data and develops observations and findings based on analysis.The Junior Data Analyst will help to shape and execute reporting strategy for data…,"Remote in Washington, DC 20003"
809,Data Analyst,Brooks Bell,,Experience analyzing data & creating reports.Perform detailed data analysis and set strategic test direction.Statistical programming using R is a plus.,"Remote in Raleigh, NC 27603"
810,BI & Strategy Analyst,DCM Services,From $20 an hour,Strong analytical and detail-oriented aptitude.Gathers and analyzes information and data; making logical decisions based on available facts and impact with…,Remote
811,Data Analyst,SWI,From $65 an hour,"5-7 years of experience required.*.Design, implement, automate and maintain large scale enterprise data ETL processes.Salary: From $65.00 per hour.","Bellevue, WA 98004 (Downtown area)"
812,Junior Data Analyst,ALTA IT Services,$43 an hour,Analyzes data and develops observations and findings based on analysis.The Junior Data Analyst will help to shape and execute reporting strategy for data…,"Remote in Washington, DC 20003"
813,"Analyst I, Analytics Support",Neiman Marcus,,"Support our analyst & data science community by researching, identifying, curating & joining data sets, flattening hierarchies, and general data wrangling to…","Dallas, TX"
814,Business Analyst.........Remote,Vaco,,"Identify gaps in our existing data model, and either do the data modeling to fill the gap directly, or work with engineering teams to advocate for the data to…","Remote in New York, NY+6 locations"
815,"Analyst, Business Intelligence",Van Cleef & Arpels,,Be able to guide and support teams to develop an overall data mindset.Do you have strong attention to detail and thrive in a fast-paced environment?,"New York, NY"
816,"Business Analyst, Product Strategy & Analytics (Financial We...",Fidelity Investments,,You will analyze information alongside data analysts to help support the overall business case and reporting.Bachelor’s degree and 5+ years of experience as an…,"Temporarily Remote in Boston, MA 02210+7 locations"
817,Data Analyst,Molekule,,Extract and transform data from various data sources for exploratory data analysis and visualization.Collaborate with IT and other internal groups to address…,Remote
818,Data Analyst - (REMOTE),American Homes 4 Rent,"$67,050 - $95,865 a year","Extracts data from primary and secondary sources and assess the quality and meaning of data, translates data into a readable format.(This is a remote role).","Remote in Las Vegas, NV+1 location"
819,Remote Data Analyst Healthcare,Recruiting for Good,,"He/she will be responsible for analyzing the data for completeness and accuracy.Will help in gathering requirements, documenting, and producing automated IPA…","Remote in Los Angeles, CA"
820,Data Reporting Analyst,EmblemHealth,,"3 – 5 years of relevant, professional work experience.Further develop analytical skills and understand all sources of data.","New York, NY"
821,Configuration/Data Management Analyst,Bryce Space and Technology,"From $60,000 a year","Maintain appropriate data access/security, availability, and security markings.Perform integration and analysis of data, products, and system tools.","Hybrid remote in Washington, DC 20546"
822,Digital Analyst,Lulus Fashion Lounge Llc,,"1-3 years experience as a data analyst, business analyst, operations analyst, statistician, or similar role required.What You'll Love About Us.","Remote in Chico, CA 95928+1 location"
823,Data Analyst,Doximity,,"At least 2 years of professional experience as a data analyst or a data scientist.Collaborate with a team of product managers, analysts, and other developers…","Remote in New York, NY"
824,Health Data Analyst (Hybrid) - Office of Health Affairs,Careers | West Virginia University,,"Good knowledge in handling mortality data.Good knowledge in Medicaid Claims data and adequate understanding of using eligibility, facility header, facility…",West Virginia
825,Senior Analyst (Data Governance),Nestlé USA,,"Experience with key areas of data governance including metadata and data quality management.Ability to work with diverse data sets, both static and streaming…","Arlington, VA"
826,Data Analyst,Adyen,,"Data Analysis - Determine the necessary data required to solve a wide variety of business problems; extract required data, and draw conclusions and…","San Francisco, CA+1 location"
827,"Associate Data Analyst (Health Data Scientist,R/GIS,Remote)",The University of Pittsburgh,,"Minimum Experience Level Required 3-5 years experience.Additionally, the incumbent will be responsible for providing advice to PERU programs and to outside…","Remote in Pittsburgh, PA"
828,"Analyst, HR Reporting & Data",Cohesity,"From $118,000 a year","Partner on requests for workforce data from the business with an eye for ensuring data privacy/security and data governance practices are in place, consistent…","Remote in San Jose, CA 95110"
829,Data Analyst,Doximity,,"At least 2 years of professional experience as a data analyst or a data scientist.Collaborate with a team of product managers, analysts, and other developers…","Remote in New York, NY"
830,Population Health Data Analyst-Remote,Community Health Center,,Quality improvement experience with a focus on data and measurement.The position is expected to employ advanced data analytic skill to ensure that the agency…,"Remote in Middletown, CT 06457+1 location"
831,Data Analyst,ComplySci,,"Create and document tools and processes for supporting our data feeds.Proficient with SQL (preferably MS SQL) to troubleshoot, analyze, and resolve data issues…",Remote
832,2023 Business Analyst Recent Grad Positions – Cat Digital,Caterpillar,"$85,000 a year","Currently attending or recently graduated from a 4-year accredited university/college with a minimum bachelor’s degree in data analytics, business analytics,…","Chicago, IL 60622 (West Town area)"
833,SPACES Data Analyst,North Dakota State Government,,"High school diploma or GED and five (5) years of work experience in data analysis, data quality monitoring for an integrated eligibility system.",Remote in North Dakota
834,"Data Analyst, Pandemic Prevention Institute",ROCKEFELLER FOUNDATION,,"The data analyst will join our data team – which consists of infectious disease epidemiologists, modelers, analysts, and engineers – to analyze data, develop…","Remote in Washington, DC 20037"
835,Sr. Data Analyst-Remote,Ingersoll Rand,,Role may also include assistance with data validation for data products and supporting data quality initiatives.Experience working with Snowflake data cloud.,"Remote in Davidson, NC 28036"
836,Statistical and Data Analyst,Rutgers University,,"Develops and implements data and statistical analyses, data collection systems and other strategies that optimize statistical efficiency and quality.","New Brunswick, NJ 08901"
837,Risk Data Analyst,"Webstaurant Store, Inc.",,"Train the team in data skills including data collection, reporting trends and data analysis.Take ownership of decisions and leverage data to back up those…","Remote in Lititz, PA 17543"
838,Data Analytics Strategy & Operations Associate,access2insight,,Leveraging data to improve business result.Our team has unique experience applying rigorous analytic approaches in less “data-rich” environments (ex: Consumer…,"Chicago, IL"
