,title,company,salary,description,location
776,Jr. Machine Learning Data Scientist - Python / R,Deloitte,,"Experience executing data science method using parallel computing frameworks (e.g., deeplearning4j, Torch, Tensor Flow, and distributed data processing…","Washington, DC"
777,AI and Machine Learning Scientist-2,Vanguard,,"Identifies and diagnoses data inconsistencies and errors, documents data assumptions, and forages to fill data gaps.","Malvern, PA"
778,Data Scientist,Caden,,"Hands-on experience using modern big data pipeline.Apply advanced machine learning, data mining, statistical methods, algorithms, and time series models to…","New York, NY 10013 (Tribeca area)"
779,Data Scientist,SYSUSA,,Support Analytics team in setting up the Business ETL and analysis architecture.Work with Mobile Analytics team in executing product performance and…,Remote
780,"AI/ML- Machine Learning Researcher/Scientist, Information In...",Apple,,Experience working with multiple data modalities-—video/images/text of particular interest.We are building and inventing model architectures and training…,"Cupertino, CA"
781,Data Scientist,K2 Integrity,,Work with disparate data sources and formulate data structures for analysis.Ability to organize complex data and analyze financial data in a fast-paced…,"New York, NY 10017 (Midtown area)"
782,"Statistical Data Analyst - MatLab, Python, SAS - D4542",SOFT Inc,,The data analyst/developer will have the chance to work with some of the great minds in Economics and technology to help optimize models especially relevant now…,"New York, NY 10013 (SoHo area)"
783,Decision Scientist,Acrisure Technology Group,,"Use exploratory data analysis techniques to identify meaningful relationships, patterns, or trends from complex data sets and validate your results.","Austin, TX"
784,Data Pipeline Engineer,American Unit,$70 - $90 an hour,"Project goal: Assist in the initial design and build of the foundational data pipeline infrastructure *.3 years of experience installing, configuring, and…",Remote
785,"Staff Data Scientist, Clinical Real World Evidence",Valo Health,,"Practical experience cleaning, filtering, harmonizing real world patient data is a plus.MS or PhD in biological sciences, medically related field (medicine,…","Boston, MA"
786,Senior Data Analyst,Rangam,$55 - $65 an hour,Integrates data from multiple sources to produce requested or required data elements.Generates reports and regular datasets or report information for end-…,Remote
787,Research Analyst,New York University,,US Spanish language political and cultural public discourse and working with the data science.Candidates must have a Bachelor’s Degree or higher in a liberal…,"Brooklyn, NY"
788,Data Science Analyst,Advocate Aurora Health,,Experience working with large data sets.Serves as consultant regarding content and methods to both internal and external contacts and supports education…,"Remote in Barrington, IL 60010"
789,Sr. Data Analyst,Cloud Zenix,$45 - $55 an hour,Strong understanding of data analytics and data management fundamentals.Strong written and verbal communication.Should have experience in SQL and Tableau.,Remote
790,Data Scientist - Personalization,Audible,,"Passion for data (and fearlessness in the face of a data tsunami), modeling, research design and cutting-edges algorithms.3+ years experience or PhD 1+ year.","Hybrid remote in Newark, NJ"
791,Data Scientist.,Cyber Resource,"$84,346 - $173,707 a year","Assist with complex data cleaning, integration, and analysis of public health data.The Data Scientist will collaborate with stakeholders, subject matter…","Jersey City, NJ"
792,Data Scientist,QuaEra,,"Experience with R, Python, PySpark and data visualization software such as Tableau.Ability to efficiently construct data sets from large scale distributed…","New York, NY 10018 (Garment District area)"
793,Data Analyst IV - Advanced Analytics (530551),Health and Human Services Commission,"$4,917 - $8,060 a month","Four years of experience in data analysis, data science, business analytics, research, data compilation and/or reporting work is preferred.","Austin, TX 78751 (Hyde Park area)"
794,Data Scientist,Plaxonic Technologies Inc.,"$90,000 - $120,000 a year","Work with business and assess data availability and data quality.Experience in collecting, analyzing and interpreting large data sets..","Irving, TX"
795,Policy Analyst,COMMUNITY SERVICE SOCIETY OF NEW YORK,,"Experience with data science software such as Stata, R, or SPSS is required.Ability to apply rigorous data analysis to complex issues, including strong…","New York, NY 10010 (Gramercy area)"
796,Data Developer,The Coca-Cola Company,,Partner with business and technical stakeholders across the organization to translate challenging business problems into impactful data science solutions.,"Atlanta, GA 30313 (Downtown area)"
797,Senior Data Scientist,Cambridge Mobile Telematics,,Communicate and present the data science work within the data science team as well as to stakeholders across the org and to collaborate across different teams.,"Cambridge, MA"
798,Media Analytics Associate,"EDO, Inc",,"The Media Analyst Associate is a key member of the client service and commercial team at EDO, working side-by-side with sales, product, and data science…","New York, NY"
799,Data Scientist,Kaygen,"$140,000 - $160,000 a year","Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.Understands data structures, data modelling and software engineering.",Remote
800,Machine Learning Engineer,Viant,,The Machine Learning Engineering team builds Viant's proprietary machine learning system that will disrupt the Ad Tech industry.,"Irvine, CA"
801,Data & Applied Sciences: Full Time Opportunities for PhD Gra...,Microsoft,,You will use data exploration techniques to discover new questions or opportunities within your problem area and propose applicability and limitations of the…,"Redmond, WA 98052 (Overlake area)"
802,"Data Collector, Biostatistics and Data Science, 30 hours/wee...",Wake Forest Baptist Health,,"Assists in data analyses and preparation of charts, graphs, and reports obtained from research data.Assists in the design and testing of questionnaires, data…","Winston-Salem, NC 27101 (Goler area)"
803,Data Scientist,ReedTMS Logistics,,"Analyze business and application data.Write and automate complex SQL queries and stored procedures to assist with data science pipelines, and the development…","Tampa, FL 33619"
804,Analyst - Data Science,Omnicom Health Group,,"The Analyst, Data Science will be a marketing science data innovator throughout the organization.Fluent in marketing metrics and media data.","New York, NY 10014 (SoHo area)"
805,Data Engineer,Swish Analytics,,Knowledge of data science and machine learning concepts.Experience with web scraping and cleaning unstructured data.Experience writing production level code.,"Remote in San Francisco, CA 94133"
